,ID,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,Domain,JobPeriod,DOByear,12GradAge,GradAge,Designation_Position,Personality Trait Score
2411,655464,390000,Engineer,Bangalore,Male,81.6,CBSE,2009,81.8,CBSE,2,B.Tech/B.E.,CS,65.2,165,1,Rajasthan,2013,0.979521744319216,10,1990,19,23,Test Engineer,0.5206
2412,42943,1000000,Manager,Vadodara,Male,86.0,State Board,2006,70.0,State Board,2,B.Tech/B.E.,ME,68.31,412,0,Gujarat,2010,0.755375120895548,13,1988,18,22,Assistant Manager,-0.23444000000000004
2413,373206,150000,Engineer,Navi Mumbai,Male,74.67,State Board,2008,69.5,State Board,2,M.Tech./M.E.,Other,69.0,13536,1,Maharashtra,2015,0.622642915849938,1,1991,17,24,Executive Engineer,0.40169999999999806
2414,1232472,220000,Engineer,Noida,Male,85.0,CBSE,2009,72.0,CBSE,2,B.Tech/B.E.,EC,69.8,13881,0,Uttar Pradesh,2013,0.622642915849938,0,1992,17,21,Technical Support Engineer,0.5188200000000001
2415,653947,220000,Others,Hyderabad,Male,73.2,CBSE,2009,74.3,State Board,2,B.Tech/B.E.,CS,65.0,3547,0,Karnataka,2013,0.765673581234011,1,1990,19,23,Technical Support Specialist,0.03901999999999998
2416,354675,300000,Others,Bangalore,Female,78.0,State Board,2008,50.0,State Board,2,B.Tech/B.E.,CS,61.0,8703,0,Karnataka,2012,0.377551419424541,2,1990,18,22,It Technician,0.22843999999999998
2417,1188011,305000,Analyst,Pune,Male,68.5,State Board,2010,64.5,State Board,2,B.Tech/B.E.,IT,70.3,8116,1,Tamil Nadu,2014,0.953899775079926,8,1991,19,23,Programmer Analyst,0.07644000000000008
2418,1135489,140000,Developer,Hyderabad,Male,72.0,State Board,2008,70.0,State Board,2,B.Tech/B.E.,CS,70.0,1219,0,Andhra Pradesh,2012,0.744758354008939,9,1991,17,21,Java Developer,0.61916
2419,877241,345000,Engineer,Pune,Male,95.54,State Board,2010,90.0,State Board,1,B.Tech/B.E.,CE,59.0,11973,1,Maharashtra,2014,0.255778193719394,1,1992,18,22,Design Engineer,-0.02837999999999997
2420,481576,105000,Designer,Bangalore,Female,90.0,State Board,2008,88.2,State Board,2,B.Tech/B.E.,IT,69.0,11870,0,Andhra Pradesh,2012,0.563267823666597,1,1990,18,22,Web Designer,-0.72156
2421,112780,240000,Designer,Hyderabad,Female,75.4,CBSE,2007,75.6,CBSE,2,B.Tech/B.E.,IT,80.7,987,0,Orissa,2011,0.635978756456794,2,1990,17,21,Web Designer,0.8269599999999999
2422,356259,130000,Analyst,Bangalore,Male,58.0,CBSE,2008,64.0,State Board,2,B.Tech/B.E.,IT,62.0,7134,0,Uttar Pradesh,2012,0.10487135986097,1,1990,18,22,Data Analyst,0.05019999999999998
2423,1097036,100000,Developer,Chennai,Female,85.6,State Board,2010,79.9,State Board,2,B.Tech/B.E.,EC,78.0,1136,0,Tamil Nadu,2014,0.179873900247905,9,1992,18,22,Software Developer,0.15531999999999999
2424,274014,620000,Engineer,Bangalore,Male,88.5,State Board,2007,95.9,State Board,2,B.Tech/B.E.,IT,81.2,7077,0,Andhra Pradesh,2011,0.916869961103619,12,1990,17,21,Software Engineer,0.02212000000000001
2425,305583,750000,Engineer,Gurgaon,Male,92.4,CBSE,2008,83.6,CBSE,1,MCA,CS,80.0,15406,1,Delhi,2014,0.942116551485008,9,1989,19,25,Graduate Engineer Trainee,-0.33138
2426,1088670,265000,Developer,Bangalore,Male,78.0,ICSE,2008,77.0,CBSE,2,B.Tech/B.E.,EC,83.0,2009,1,West Bengal,2013,0.112139438207403,8,1990,18,23,Software Developer,0.17453999999999997
2427,1048133,200000,Engineer,Hyderabad,Male,78.5,State Board,2009,83.0,State Board,2,B.Tech/B.E.,EC,77.72,16171,0,Telangana,2013,0.207392169717661,1,1992,17,21,Controls Engineer,0.46832
2428,1006756,315000,Engineer,Bangalore,Male,81.5,State Board,2010,82.3,State Board,2,B.Tech/B.E.,EC,77.0,449,1,Tamil Nadu,2014,0.622642915849938,1,1993,17,21,Software Engineer,0.14526000000000003
2429,358346,460000,Engineer,Gurgaon,Male,87.0,CBSE,2008,81.0,CBSE,2,B.Tech/B.E.,CS,74.44,10185,0,Haryana,2012,0.916869961103619,2,1990,18,22,System Engineer,-0.55122
2430,796597,400000,Senior,Pune,Male,67.0,CBSE,2008,62.8,CBSE,2,B.Tech/B.E.,EC,70.9,3238,0,Madhya Pradesh,2012,0.649389714846691,10,1990,18,22,Senior Software Developer,0.26474000000000003
2431,906332,135000,Engineer,Noida,Male,55.3,State Board,2004,72.0,State Board,2,B.Tech/B.E.,CS,71.0,67,0,Uttar Pradesh,2014,0.911395278391328,1,1988,16,26,Software Test Engineer,-0.54062
2432,878844,120000,Engineer,Noida,Male,50.0,CBSE,2010,57.0,CBSE,2,B.Tech/B.E.,IT,65.06,9738,0,Uttar Pradesh,2014,0.744758354008939,1,1993,17,21,Java Software Engineer,0.05646000000000001
2433,676286,400000,Developer,Bangalore,Male,75.4,CBSE,2009,60.2,CBSE,2,B.Tech/B.E.,IT,78.78,4374,0,Madhya Pradesh,2013,0.916869961103619,10,1991,18,22,Software Developer,-0.05260000000000002
2434,1233201,85000,Developer,Hyderabad,Male,70.14,ICSE,2010,50.0,State Board,2,B.Tech/B.E.,CS,70.0,5818,0,Orissa,2014,0.842248322257836,9,1991,19,23,Ruby On Rails Developer,0.19332
2435,1067508,360000,Engineer,Chennai ,Male,76.0,CBSE,2008,79.9,State Board,2,M.Tech./M.E.,ME,80.6,7003,1,Tamil Nadu,2014,0.622642915849938,0,1990,18,24,Test Engineer,-0.24234
2436,1168914,250000,Engineer,Faridabad,Male,72.8,CBSE,2009,79.2,CBSE,2,B.Tech/B.E.,EC,68.4,7255,0,Haryana,2013,0.493596387301038,1,1991,18,22,Quality Engineer,0.004880000000000012
2437,489860,120000,Others,Bangalore,Male,71.0,State Board,2008,73.0,State Board,2,B.Tech/B.E.,IT,69.2,7160,0,Tamil Nadu,2013,0.356536487724475,1,1991,17,22,Customer Service Representative,0.11364
2438,1088206,335000,Analyst,Pune,Male,77.0,State Board,2008,75.0,State Board,2,B.Tech/B.E.,EC,62.0,13424,0,Maharashtra,2013,0.207392169717661,10,1990,18,23,Programmer Analyst,0.7123
2439,451869,340000,Analyst,Chennai,Male,82.0,State Board,2008,81.9,State Board,2,B.Tech/B.E.,EC,80.2,11283,0,Tamil Nadu,2012,0.538386892985096,11,1990,18,22,Programmer Analyst,-0.027140000000000025
2440,206565,300000,Senior,New Delhi,Male,54.0,CBSE,2006,64.0,CBSE,2,B.Tech/B.E.,IT,67.3,255,0,Uttar Pradesh,2011,0.635978756456794,3,1990,16,21,Senior Php Developer,-0.07621999999999998
2441,1119944,225000,Engineer,Kochi/Cochin,Female,83.0,CBSE,2010,72.0,CBSE,2,B.Tech/B.E.,EC,76.0,16161,0,Orissa,2014,0.338786347219528,1,1992,18,22,Software Engineer,-0.5617
2442,1272078,60000,Others,Pondicherry,Male,56.0,State Board,2008,75.0,State Board,2,MCA,CS,71.0,539,0,Tamil Nadu,2014,0.486747008438193,9,1991,17,23,Programmer,0.28892
2443,1259589,110000,Engineer,kharagpur,Male,80.0,ICSE,2010,76.0,ICSE,2,B.Tech/B.E.,ME,80.6,11210,0,Chhattisgarh,2014,0.328746378624932,1,1993,17,21,Graduate Engineer Trainee,-0.6454
2444,1092991,315000,Engineer,Bangalore,Male,75.4,State Board,2009,68.8,State Board,2,B.Tech/B.E.,IT,79.0,220,0,Madhya Pradesh,2014,0.356536487724475,9,1993,16,21,Associate Software Engineer,0.29826
2445,637628,105000,Consultant,Hyderabad,Male,83.0,State Board,2009,81.0,State Board,2,B.Tech/B.E.,EC,65.21,9184,1,Telangana,2013,0.694479327708463,0,1991,18,22,Risk Consultant,-0.09305999999999995
2446,956695,300000,Engineer,Trivandrum ,Female,87.23,State Board,2010,76.12,State Board,2,B.Tech/B.E.,EC,63.58,15862,0,Maharashtra,2014,0.338786347219528,8,1992,18,22,Assistant System Engineer,0.32765999999999995
2447,360687,320000,Analyst,Bangalore,Male,78.16,CBSE,2007,84.28,CBSE,2,B.Tech/B.E.,CS,62.0,8904,0,Karnataka,2012,0.563267823666597,3,1989,18,23,It Business Analyst,0.013140000000000018
2448,258714,180000,Developer,Bangalore,Male,85.5,CBSE,2006,81.1,CBSE,2,B.Tech/B.E.,IT,72.44,4103,0,Telangana,2010,0.793580614548506,2,1989,17,21,Software Developer,-0.30446
2449,987044,440000,Analyst,Bangalore,Male,85.0,CBSE,2010,82.0,CBSE,2,B.Tech/B.E.,CS,81.0,13344,0,Uttar Pradesh,2014,0.842248322257836,8,1991,19,23,It Analyst,-0.20718
2450,1089038,345000,Others,"Navi Mumbai , Hyderabad",Male,87.0,State Board,2009,95.0,State Board,2,B.Tech/B.E.,EC,72.38,4325,0,Andhra Pradesh,2013,0.976292560913216,9,1992,17,21,Senior Software Engineer,-0.6698999999999999
2451,669977,350000,Manager,Noida,Male,85.0,CBSE,2009,76.0,CBSE,2,B.Tech/B.E.,CS,71.0,9699,1,Rajasthan,2013,0.819416529835888,10,1991,18,22,Account Manager,0.93276
2452,829759,215000,Others,Bangalore,Male,74.0,State Board,2010,50.0,State Board,2,B.Tech/B.E.,ME,65.0,462,1,Karnataka,2014,0.459015840492937,9,1991,19,23,Professor,0.0010800000000000143
2453,987378,250000,Developer,Gurgaon,Male,70.0,State Board,2009,77.4,State Board,2,B.Tech/B.E.,CS,83.0,9737,0,Uttar Pradesh,2014,0.953899775079926,9,1992,17,22,Ios Developer,0.053639999999999986
2454,872168,330000,Developer,Pune,Male,73.6,CBSE,2010,75.0,CBSE,2,B.Tech/B.E.,EC,87.56,347,0,Uttar Pradesh,2014,0.336185066042399,9,1992,18,22,Software Developer,0.63972
2455,408408,340000,Others,Hyderabad,Male,77.33,State Board,2008,88.5,State Board,2,M.Tech./M.E.,IT,73.14,894,0,Tamil Nadu,2014,0.901489571371033,9,1991,17,23,Assistant Administrator,-0.51186
2456,811023,200000,Executive,Noida,Male,83.0,CBSE,2009,79.4,CBSE,2,B.Tech/B.E.,EC,61.0,64,0,Uttar Pradesh,2014,0.163630926631106,8,1992,17,22,Business Development Executive,-0.16608
2457,822977,180000,Executive,Faridabad,Male,73.0,CBSE,2010,70.6,CBSE,2,B.Tech/B.E.,ME,72.0,272,0,Punjab,2014,0.328746378624932,0,1992,18,22,Sales Executive,0.32216
2458,466809,280000,Others,Bangalore,Male,61.8,CBSE,2006,55.4,CBSE,2,MCA,CS,64.15,3741,0,Uttarakhand,2012,0.600057182338341,3,1988,18,24,Programmer,-0.12597999999999998
2459,334988,325000,Engineer,pune,Female,75.0,State Board,2008,71.8,State Board,2,B.Tech/B.E.,CS,75.5,9035,0,Uttar Pradesh,2013,0.670743151433127,9,1992,16,21,System Engineer,0.235386
2460,822720,315000,Analyst,Pune,Male,86.2,CBSE,2010,82.6,CBSE,2,B.Tech/B.E.,EC,72.81,272,0,Punjab,2014,0.783303536670298,9,1992,18,22,Information Security Analyst,0.3180199999999999
2461,1262831,120000,Developer,Visakhapatnam,Male,83.0,State Board,2007,80.0,State Board,2,MCA,CS,69.58,11499,0,Andhra Pradesh,2013,0.843123726665742,1,1990,17,23,Software Developer,0.28082
2462,810666,350000,Developer,Noida,Male,83.0,CBSE,2009,80.8,CBSE,2,B.Tech/B.E.,IT,70.24,64,0,Uttar Pradesh,2014,0.864685413370085,9,1992,17,22,Software Developer,-0.39916
2463,281155,455000,Engineer,Bangalore,Male,68.0,CBSE,2004,59.2,CBSE,2,B.Tech/B.E.,CS,92.0,3144,1,Tamil Nadu,2011,0.843123726665742,12,1987,17,24,Software Engineer,0.20845999999999992
2464,1190691,360000,Developer,Hyderabad,Male,64.0,CBSE,2010,61.0,ICSE,2,B.Tech/B.E.,CS,63.0,18409,0,Uttarakhand,2014,0.884122511593735,8,1993,17,21,C# Developer,-1.09812
2465,274016,290000,Engineer,Chennai,Male,68.5,State Board,2007,85.2,State Board,2,B.Tech/B.E.,IT,73.4,7077,0,Andhra Pradesh,2011,0.843123726665742,2,1990,17,21,Software Engineer,-0.84134
2466,337919,360000,Engineer,Bangalore,Female,91.0,CBSE,2008,91.0,CBSE,2,B.Tech/B.E.,EC,81.0,3076,0,Tamil Nadu,2012,0.694479327708463,3,1991,17,21,Quality Assurance Test Engineer,-0.5767939999999999
2467,1001424,230000,Engineer,Hyderabad,Male,82.5,State Board,2010,95.7,State Board,2,B.Tech/B.E.,EC,72.0,1450,1,Telangana,2014,0.684565067658204,1,1992,18,22,Technical Support Engineer,0.9834400000000001
2468,389343,430000,Others,New Delhi,Male,74.0,CBSE,2008,82.3,CBSE,2,B.Tech/B.E.,CS,75.5,29,1,Delhi,2012,0.952245572924303,10,1990,18,22,Programmer,0.45858
2469,333439,290000,Engineer,Joshimath,Male,67.0,State Board,2008,76.0,State Board,2,B.Tech/B.E.,CE,58.0,6434,0,Uttarakhand,2012,0.371138665635061,11,1991,17,21,Civil Engineer,-1.682074
2470,358151,180000,Engineer,Delhi,Male,85.0,CBSE,2007,79.0,CBSE,2,B.Tech/B.E.,IT,66.0,167,0,Haryana,2012,0.704090412131314,1,1989,18,23,Technical Support Engineer,-0.6901999999999999
2471,902971,325000,Analyst,Pune,Female,78.0,State Board,2008,75.85,ICSE,2,B.Tech/B.E.,EC,73.9,4417,0,Madhya Pradesh,2013,0.649389714846691,2,1991,17,22,Data Analyst,0.25695999999999997
2472,1283372,1000000,Engineer,Noida,Male,84.0,CBSE,2010,81.0,CBSE,2,B.Tech/B.E.,CS,73.3,222,0,Jharkhand,2015,0.842248322257836,8,1991,19,24,Software Engineer,-0.003960000000000008
2473,809518,240000,Engineer,Bangalore,Male,94.4,State Board,2009,78.67,State Board,2,B.Tech/B.E.,EC,62.0,11010,1,Karnataka,2013,0.493596387301038,1,1991,18,22,Technical Support Engineer,-0.53878
2474,1073144,335000,Analyst,Kolkata,Female,85.38,State Board,2009,78.0,State Board,2,B.Tech/B.E.,CS,82.1,6948,0,West Bengal,2013,0.486747008438193,9,1990,19,23,Programmer Analyst,-0.005159999999999998
2475,552482,705000,Analyst,New Delhi,Male,90.0,CBSE,2009,92.0,CBSE,2,B.Tech/B.E.,EC,76.4,7542,1,Delhi,2013,0.538386892985096,9,1991,18,22,It Business Analyst,-0.007279999999999986
2476,115378,500000,Engineer,chandigarh,Male,77.0,State Board,2007,76.0,State Board,2,B.Tech/B.E.,EC,76.5,153,0,Punjab,2010,0.985461394326131,5,1989,18,21,Network Engineer,-1.17998
2477,1143583,100000,Others,Bhubaneswar,Female,86.5,State Board,2010,58.04,State Board,2,B.Tech/B.E.,EC,68.0,11013,0,Orissa,2014,0.338786347219528,8,1992,18,22,Hr Recruiter,0.27527999999999997
2478,1060547,150000,Engineer,Chennai,Male,87.0,State Board,2010,91.8,State Board,2,B.Tech/B.E.,ME,74.0,14523,0,Andhra Pradesh,2014,0.59828069148683,0,1993,17,21,Mechanical Design Engineer,0.45439999999999997
2479,823293,450000,Engineer,Pune,Male,75.4,CBSE,2009,65.2,CBSE,2,B.Tech/B.E.,CS,76.0,272,0,Punjab,2014,0.991230625262871,9,1991,18,23,Associate Software Engineer,-0.48346
2480,670423,170000,Engineer,Chennai,Female,89.0,State Board,2009,79.0,State Board,2,B.Tech/B.E.,IT,68.0,9481,0,Tamil Nadu,2013,0.525922584252055,1,1992,17,21,Technical Support Engineer,0.34346
2481,338130,325000,Engineer,Bangalore,Male,76.0,CBSE,2008,78.0,CBSE,2,B.Tech/B.E.,BT,77.8,569,0,Tamil Nadu,2012,0.866139820406941,1,1990,18,22,System Engineer,-0.6248940000000001
2482,1240138,300000,Others,Gurgaon,Male,73.6,CBSE,2008,68.2,CBSE,2,B.Tech/B.E.,EC,65.8,7956,0,Maharashtra,2012,0.605533552346783,1,1990,18,22,Service Coordinator,0.05989999999999999
2483,310559,560000,Engineer,Hyderabad,Male,87.33,CBSE,2007,89.0,CBSE,2,B.Tech/B.E.,IT,75.4,9557,1,Telangana,2011,0.819416529835888,2,1990,17,21,Project Engineer,0.38314000000000004
2484,1066037,300000,Others,delhi,Female,81.6,CBSE,2010,74.4,CBSE,2,B.Tech/B.E.,EC,72.0,14004,0,Himachal Pradesh,2014,0.649389714846691,0,1992,18,22,Educator,0.45654000000000006
2485,801492,240000,Engineer,Bangalore ,Male,74.0,CBSE,2009,74.0,State Board,2,B.Tech/B.E.,CS,72.0,9133,0,Tamil Nadu,2013,0.450876584483451,1,1991,18,22,Java Software Engineer,-0.67308
2486,543844,120000,Developer,Noida,Male,81.2,CBSE,2009,78.0,CBSE,2,B.Tech/B.E.,IT,70.0,55,0,Uttar Pradesh,2013,0.843123726665742,1,1991,18,22,Software Developer,-0.37386
2487,817804,145000,Engineer,Bangalore ,Male,81.6,State Board,2010,77.0,State Board,2,B.Tech/B.E.,EC,66.46,6566,1,Karnataka,2014,0.649389714846691,8,1993,17,21,Application Engineer,0.014100000000000012
2488,622430,350000,Manager,Bathinda,Male,63.0,CBSE,2007,61.0,CBSE,2,B.Tech/B.E.,BT,61.0,272,0,Punjab,2011,0.622642915849938,2,1989,18,22,Business Development Manager,-0.44350000000000006
2489,207052,510000,Others,Hyderabad,Male,83.4,CBSE,2006,77.4,State Board,1,B.Tech/B.E.,EC,70.0,49,0,Uttar Pradesh,2011,0.910770164246022,4,1988,18,23,Senior Systems Engineer,0.07372000000000002
2490,595163,80000,Trainee,Pune,Male,85.6,CBSE,2008,79.8,CBSE,2,B.Tech/B.E.,CS,66.64,23,0,Uttar Pradesh,2013,0.960903087163164,1,1990,18,23,Entry Level Management Trainee,-0.06018
2491,270814,240000,Engineer,Chennai,Male,75.4,State Board,2007,74.7,State Board,2,B.Tech/B.E.,IT,63.1,4554,0,Tamil Nadu,2011,0.670743151433127,2,1989,18,22,Test Engineer,-0.3453
2492,827639,340000,Engineer,Pune,Male,91.6,CBSE,2010,85.6,CBSE,1,B.Tech/B.E.,EC,72.7,47,1,Delhi,2014,0.649389714846691,1,1993,17,21,System Engineer,0.10869999999999999
2493,644790,1745000,Engineer,Johannesburg,Male,87.6,CBSE,2009,79.8,CBSE,2,B.Tech/B.E.,EC,83.4,124,0,Orissa,2013,0.538386892985096,10,1992,17,21,Java Software Engineer,-0.25224
2494,814093,340000,Others,PUNE,Female,86.92,State Board,2011,76.0,State Board,2,B.Tech/B.E.,CS,72.0,11742,0,Maharashtra,2014,0.819416529835888,9,1991,20,23,Software Quality Assurance Tester,-0.38242000000000004
2495,872171,325000,Engineer,Lucknow,Male,88.6,ICSE,2010,83.25,ICSE,2,B.Tech/B.E.,EC,86.0,347,0,Uttar Pradesh,2014,0.943272157866555,9,1992,18,22,System Engineer,0.03138000000000002
2496,469205,180000,Associate,Kanpur,Female,69.0,ICSE,2008,77.0,State Board,2,B.Tech/B.E.,EC,78.0,7766,0,Uttar Pradesh,2012,0.694479327708463,0,1990,18,22,Research Associate,-0.08079999999999994
2497,542353,180000,Engineer,Noida,Male,58.2,CBSE,2009,67.6,CBSE,2,B.Tech/B.E.,IT,56.1,350,0,Uttar Pradesh,2013,0.622642915849938,1,1989,20,24,Software Engineer,-0.53444
2498,543906,240000,Engineer,Greater Noida,Male,78.0,CBSE,2009,80.6,CBSE,2,B.Tech/B.E.,EC,72.04,55,0,Uttar Pradesh,2013,0.538386892985096,9,1992,17,21,System Engineer,0.012139999999999995
2499,1063454,300000,Engineer,Bhubaneshwar,Male,75.0,State Board,2008,71.5,State Board,2,B.Tech/B.E.,EC,64.0,347,0,Uttar Pradesh,2013,0.115022725743068,9,1989,19,24,System Engineer,-0.11974
2500,946199,145000,Engineer,Faridabad,Male,79.8,CBSE,2010,76.8,CBSE,2,B.Tech/B.E.,ME,72.18,272,0,Punjab,2014,0.59828069148683,1,1992,18,22,Design Engineer,0.8219999999999998
2501,317779,355000,Engineer,Chennai,Male,86.5,State Board,2007,87.5,State Board,2,B.Tech/B.E.,EC,68.0,650,0,Kerala,2012,0.824666400671332,2,1990,17,22,Java Software Engineer,-0.09347400000000003
2502,361671,530000,Engineer,Bangalore,Male,95.04,State Board,2008,87.0,State Board,2,B.Tech/B.E.,CS,86.5,1384,0,Karnataka,2012,0.765673581234011,3,1990,18,22,Software Engineer,-0.2434
2503,1288243,360000,Others,Noida,Male,81.0,CBSE,2012,73.0,CBSE,2,B.Tech/B.E.,IT,61.6,23,0,Uttar Pradesh,2014,0.356536487724475,9,1992,20,22,Software Programmer,-0.11214000000000002
2504,493734,400000,Developer,Chennai,Male,86.2,CBSE,2008,91.33,State Board,2,B.Tech/B.E.,CS,84.0,3944,1,Tamil Nadu,2012,0.563267823666597,2,1991,17,21,Application Developer,-0.9734400000000001
2505,1099457,570000,Engineer,Bangalore,Male,87.0,CBSE,2011,80.0,CBSE,2,B.Tech/B.E.,CS,84.0,14004,0,Himachal Pradesh,2015,0.356536487724475,1,1994,17,21,Software Engineer,0.26808
2506,339994,200000,Engineer,Indore,Male,62.0,State Board,2007,67.0,State Board,2,B.Tech/B.E.,IT,67.0,16687,0,Madhya Pradesh,2012,0.308400582860308,0,1987,20,25,Java Software Engineer,-0.10097399999999998
2507,374962,430000,Developer,Bangalore,Male,80.0,State Board,2008,91.4,State Board,2,B.Tech/B.E.,CS,80.5,9774,1,Telangana,2012,0.930370607202691,10,1991,17,21,Application Developer,-0.20963999999999974
2508,576054,130000,Developer,mohali,Male,60.0,State Board,2006,54.66,State Board,2,B.Tech/B.E.,CS,75.0,175,0,Punjab,2012,0.450876584483451,1,1988,18,24,Web Developer,0.1941
2509,716400,625000,Analyst,Gurgaon,Female,95.6,CBSE,2009,94.4,CBSE,1,B.Tech/B.E.,I&C,76.5,8460,1,Delhi,2013,0.622642915849938,10,1991,18,22,Business Technology Analyst,0.28002000000000005
2510,1284293,150000,Developer,Gurgaon,Male,72.0,CBSE,2010,64.0,CBSE,2,MCA,CS,72.0,17782,0,Uttarakhand,2015,0.450876584483451,8,1992,18,23,Php Developer,0.004600000000000004
2511,824943,180000,Developer,Bangalore,Female,81.3,State Board,2010,82.9,State Board,2,B.Tech/B.E.,CS,91.0,115,0,Punjab,2014,0.911395278391328,0,1992,18,22,Software Developer,0.18246
2512,662921,325000,Engineer,Hyderabad,Male,77.0,State Board,2007,66.8,State Board,2,B.Tech/B.E.,EC,78.0,9072,0,Orissa,2013,0.783303536670298,1,1990,17,23,Quality Assurance Test Engineer,-0.09627999999999999
2513,746122,400000,Engineer,Bangalore,Male,87.2,State Board,2009,71.0,State Board,2,B.Tech/B.E.,CS,69.62,5158,0,Uttarakhand,2013,0.842248322257836,9,1991,18,22,Software Engineer,0.37328
2514,283274,600000,Engineer,Lucknow,Male,60.83,State Board,2006,70.4,State Board,2,B.Tech/B.E.,IT,70.38,4234,0,Uttar Pradesh,2011,0.793580614548506,12,1988,18,23,Software Development Engineer,0.40074000000000004
2515,1106060,310000,Engineer,Noida,Female,95.0,CBSE,2010,89.0,CBSE,2,B.Tech/B.E.,CS,77.0,10185,0,Haryana,2014,0.999910407631314,9,1992,18,22,Junior Software Engineer,0.46160000000000007
2516,1093551,305000,Engineer,Pune,Male,76.4,CBSE,2010,73.8,CBSE,2,B.Tech/B.E.,EC,75.0,13801,0,Madhya Pradesh,2014,0.783303536670298,1,1991,19,23,Associate Software Engineer,-0.31296
2517,941984,180000,Engineer,kala amb ,Male,68.0,CBSE,2010,74.0,CBSE,2,B.Tech/B.E.,ME,71.2,272,0,Punjab,2014,0.59828069148683,9,1992,18,22,Production Engineer,-0.2585
2518,358850,310000,Engineer,Bhubaneswar,Male,70.2,CBSE,2005,55.0,CBSE,2,MCA,CS,87.0,9072,0,Orissa,2012,0.942116551485008,11,1988,17,24,Product Engineer,-0.8779599999999999
2519,745677,205000,Analyst,HYDERABAD,Female,74.0,CBSE,2009,62.0,CBSE,2,B.Tech/B.E.,EC,71.0,3158,1,Telangana,2013,0.538386892985096,1,1991,18,22,Programmer Analyst,-0.2891400000000003
2520,1122706,110000,Engineer,Bangalore,Male,76.2,CBSE,2009,65.2,CBSE,2,B.Tech/B.E.,CS,69.1,3449,0,Madhya Pradesh,2013,0.622642915849938,1,1991,18,22,Trainee Engineer,-0.4885
2521,99750,120000,Engineer,Hyderabad,Female,78.8,CBSE,2006,88.9,CBSE,2,B.Tech/B.E.,EC,65.8,4809,1,Telangana,2010,0.376059586651545,1,1988,18,22,Software Test Engineer,-0.50412
2522,643019,365000,Manager,Jodhpur,Male,63.6,CBSE,2009,69.33,CBSE,2,B.Tech/B.E.,Other,63.41,6874,0,Uttarakhand,2013,0.414337426422751,9,1990,19,23,Service Manager,0.23077999999999999
2523,326876,475000,Others,Bangalore,Male,82.4,State Board,2008,74.4,CBSE,2,B.Tech/B.E.,IT,76.09,3879,0,Madhya Pradesh,2012,0.884122511593735,3,1991,17,21,Teradata Dba,-0.209474
2524,810396,195000,Associate,Kochi/Cochin,Male,69.0,State Board,2008,65.0,State Board,2,B.Tech/B.E.,EC,61.8,64,0,Uttar Pradesh,2014,0.943272157866555,9,1990,18,24,Full-Time Loss Prevention Associate,0.12818000000000004
2525,1284041,120000,Engineer,Pune,Male,71.33,State Board,2010,66.46,State Board,2,B.Tech/B.E.,CS,60.0,11467,0,Rajasthan,2014,0.978799292641428,9,1992,18,22,Test Engineer,0.79388
2526,1089390,300000,Others,Noida,Male,78.3,State Board,2010,81.0,State Board,2,B.Tech/B.E.,CS,78.0,1759,0,Punjab,2014,0.744758354008939,9,1993,17,21,Programmer,-0.6573399999999999
2527,1131595,300000,Others,Hyderabad,Male,79.8,State Board,2010,78.5,State Board,2,B.Tech/B.E.,EC,61.0,7269,1,Telangana,2013,0.207392169717661,8,1994,16,19,Talent Acquisition Specialist,0.19849999999999998
2528,470741,180000,Engineer,Pune,Female,67.8,CBSE,2008,65.2,CBSE,2,B.Tech/B.E.,CS,72.18,12184,0,Madhya Pradesh,2012,0.245455659999829,1,1990,18,22,Technical Support Engineer,0.05040000000000002
2529,225140,320000,Engineer,PUNE,Male,83.2,CBSE,2006,72.2,CBSE,2,B.Tech/B.E.,CS,64.09,11662,1,Rajasthan,2011,0.819416529835888,2,1989,17,22,Software Engineer,0.12945999999999996
2530,604484,180000,Developer,Bangalore,Female,82.0,CBSE,2008,74.4,CBSE,1,B.Tech/B.E.,IT,72.34,34,0,Haryana,2012,0.843123726665742,1,1991,17,21,Php Developer,0.07185999999999998
2531,913913,245000,Engineer,New Delhi,Male,68.0,State Board,2008,53.0,State Board,2,MCA,CS,76.0,51,0,Uttar Pradesh,2014,0.744758354008939,1,1992,16,22,Software Engineer,0.5035000000000001
2532,96613,370000,Engineer,Chandigarh,Male,74.6,CBSE,2005,80.8,CBSE,2,B.Tech/B.E.,EC,72.45,67,0,Uttar Pradesh,2010,0.960603251997053,13,1988,17,22,It Engineer,0.70978
2533,909998,400000,Engineer,Coimbatore,Female,88.0,State Board,2010,92.0,State Board,1,B.Tech/B.E.,EC,90.1,11135,1,Karnataka,2014,0.976292560913216,1,1993,17,21,Hardware Engineer,-0.023739999999999994
2534,729532,200000,Others,bangalore,Male,94.16,State Board,2009,95.5,State Board,2,B.Tech/B.E.,EC,83.62,11000,1,Telangana,2013,0.538386892985096,2,1991,18,22,Marketing Coordinator,0.50706
2535,358203,120000,Others,Karnal,Male,82.0,State Board,2009,72.0,Technical,2,B.Tech/B.E.,IT,64.0,167,0,Haryana,2012,0.563267823666597,0,1990,19,22,Marketing Coordinator,0.1252000000000002
